brand,model,year,categoria_antiguedad
Tata,Nexon 1.5 Revotorq XZ,2017-01-01,Medio
Ford,EcoSport 1.5 Diesel Titanium BSIV,2017-01-01,Medio
Maruti,Ertiga VDI,2019-01-01,Reciente
Toyota,Innova 2.5 G (Diesel) 7 Seater,2016-01-01,Medio
Honda,City i VTEC VX,2017-01-01,Medio
Honda,BR-V i-DTEC VX MT,2016-01-01,Medio
Honda,BR-V i-VTEC S MT,2018-01-01,Reciente
Mahindra,XUV500 W6 2WD,2016-01-01,Medio
Hyundai,Verna CRDi 1.6 SX,2017-01-01,Medio
Hyundai,Verna CRDi 1.6 EX,2018-01-01,Reciente
Skoda,Octavia Elegance 2.0 TDI AT,2013-01-01,Medio
Hyundai,Verna CRDi 1.6 EX,2018-01-01,Reciente
Mercedes-Benz,E-Class 280 CDI,2007-01-01,Antiguo
Ford,Endeavour 3.0L 4X4 AT,2013-01-01,Medio
Mahindra,XUV500 W8 2WD,2013-01-01,Medio
Toyota,Corolla Altis G AT,2016-01-01,Medio
Maruti,Alto 800 LXI,2013-01-01,Medio
Skoda,Rapid 1.6 MPI AT Ambition BSIV,2017-01-01,Medio
Honda,WR-V i-DTEC V,2019-01-01,Reciente
Mahindra,XUV500 W8 4WD,2013-01-01,Medio
Hyundai,Creta 1.4 CRDi Base,2016-01-01,Medio
Mahindra,XUV500 W8 2WD,2015-01-01,Medio
Mahindra,XUV500 W6 2WD,2016-01-01,Medio
Hyundai,Verna CRDi 1.6 SX,2017-01-01,Medio
Mahindra,Bolero Power Plus SLX,2018-01-01,Reciente
Mahindra,Marazzo M2 8Str,2019-01-01,Reciente
Mahindra,Scorpio 1.99 S6 Plus,2016-01-01,Medio
Hyundai,Creta 1.6 VTVT S,2017-01-01,Medio
Skoda,Rapid 1.6 MPI AT Ambition BSIV,2017-01-01,Medio
Mahindra,Thar CRDe ABS,2019-01-01,Reciente
Hyundai,Creta 1.6 CRDi SX,2015-01-01,Medio
Toyota,Innova 2.5 Z Diesel 7 Seater BS IV,2014-01-01,Medio
Ford,Figo Aspire Titanium Plus Diesel,2019-01-01,Reciente
BMW,X1 sDrive20d,2011-01-01,Medio
Maruti,Vitara Brezza ZDi,2019-01-01,Reciente
Honda,City 1.5 V MT,2018-01-01,Reciente
Volkswagen,Vento 1.5 TDI Highline Plus AT,2017-01-01,Medio
Fiat,Linea T Jet Emotion,2018-01-01,Reciente
Mahindra,Scorpio S6 Plus 7 Seater,2015-01-01,Medio
Maruti,Ertiga SHVS VDI,2017-01-01,Medio
Maruti,Ertiga SHVS VDI,2017-01-01,Medio
Volkswagen,Vento 1.5 TDI Highline Plus AT,2017-01-01,Medio
Maruti,Ertiga SHVS ZDI,2017-01-01,Medio
Maruti,Ertiga SHVS ZDI,2017-01-01,Medio
Maruti,Ertiga SHVS ZDI,2017-01-01,Medio
Maruti,Vitara Brezza ZDi Plus,2017-01-01,Medio
Ford,Ecosport 1.5 Petrol Titanium Plus AT,2018-01-01,Reciente
Hyundai,Creta 1.6 CRDi AT SX Plus,2016-01-01,Medio
Honda,WR-V i-VTEC VX,2018-01-01,Reciente
Honda,WR-V i-VTEC VX,2018-01-01,Reciente
Maruti,Ciaz 1.4 AT Zeta,2019-01-01,Reciente
Tata,Safari Storme VX Varicor 400,2016-01-01,Medio
Tata,Safari Storme VX Varicor 400,2016-01-01,Medio
Hyundai,Creta 1.6 CRDi SX Option,2016-01-01,Medio
Ford,Aspire Titanium Plus Diesel BSIV,2018-01-01,Reciente
Skoda,Rapid 1.5 TDI AT Style BSIV,2017-01-01,Medio
Mahindra,Bolero Power Plus SLX,2019-01-01,Reciente
Mahindra,Bolero Power Plus SLX,2019-01-01,Reciente
Hyundai,Verna 1.6 CRDI SX Option,2018-01-01,Reciente
Ford,Freestyle Titanium Plus,2020-01-01,Reciente
Toyota,Innova 2.5 G (Diesel) 8 Seater,2015-01-01,Medio
Toyota,Innova 2.5 G (Diesel) 8 Seater,2015-01-01,Medio
Toyota,Innova 2.5 G (Diesel) 8 Seater,2015-01-01,Medio
Mahindra,Xylo H4 ABS,2016-01-01,Medio
Ford,EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018-01-01,Reciente
Mahindra,XUV500 W6 2WD,2013-01-01,Medio
Hyundai,Creta 1.6 E Plus,2018-01-01,Reciente
Hyundai,Creta 1.6 CRDi SX Plus,2015-01-01,Medio
Hyundai,Creta 1.6 VTVT S,2015-01-01,Medio
Hyundai,Creta 1.6 VTVT S,2015-01-01,Medio
Maruti,S-Cross Zeta DDiS 200 SH,2018-01-01,Reciente
Hyundai,Verna 1.6 CRDI SX Option,2016-01-01,Medio
Mahindra,XUV500 W8 2WD,2012-01-01,Medio
Hyundai,Creta 1.6 VTVT S,2015-01-01,Medio
Hyundai,Creta 1.6 CRDi SX Plus,2015-01-01,Medio
Volkswagen,Polo GTI,2017-01-01,Medio
Toyota,Yaris G,2018-01-01,Reciente
Hyundai,Creta 1.6 CRDi SX,2015-01-01,Medio
Mahindra,TUV 300 Plus P4,2018-01-01,Reciente
Mahindra,XUV500 W6 2WD,2015-01-01,Medio
Mahindra,Bolero Power Plus Plus AC BSIV PS,2019-01-01,Reciente
Honda,City VX CVT,2015-01-01,Medio
Maruti,Vitara Brezza ZDi Plus,2018-01-01,Reciente
Maruti,Ciaz S 1.3,2018-01-01,Reciente
Mercedes-Benz,E-Class E 200 CGI Elegance,2010-01-01,Medio
Volkswagen,Polo GTI,2017-01-01,Medio
Volkswagen,Jetta 2.0L TDI Comfortline,2014-01-01,Medio
Audi,A6 2.7 TDI,2010-01-01,Medio
Skoda,Rapid Monte Carlo 1.6 MPI AT BSIV,2017-01-01,Medio
Volkswagen,Jetta 2.0L TDI Comfortline,2014-01-01,Medio
Honda,Amaze V Diesel BSIV,2018-01-01,Reciente
Nissan,Terrano XL P,2017-01-01,Medio
Ford,EcoSport 1.5 Diesel Trend BSIV,2018-01-01,Reciente
Honda,BR-V i-VTEC VX MT,2017-01-01,Medio
Ford,EcoSport 1.5 Diesel Titanium Plus BSIV,2017-01-01,Medio
Hyundai,Creta 1.6 CRDi SX,2016-01-01,Medio
Hyundai,Creta 1.6 CRDi SX,2016-01-01,Medio
Ford,EcoSport 1.5 Diesel Titanium Plus BSIV,2017-01-01,Medio
Ford,Freestyle Titanium Plus Diesel BSIV,2018-01-01,Reciente
Honda,Jazz 1.2 VX i VTEC,2018-01-01,Reciente
Maruti,Baleno Alpha 1.3,2017-01-01,Medio
Hyundai,i20 1.4 Asta Option,2018-01-01,Reciente
Honda,City Edge Edition Diesel SV,2018-01-01,Reciente
Mahindra,Scorpio S2 9 Seater,2015-01-01,Medio
Tata,Altroz XZ,2020-01-01,Reciente
Ford,Aspire Titanium BSIV,2020-01-01,Reciente
Toyota,Corolla Altis D-4D J,2015-01-01,Medio
Volkswagen,Polo GTI,2017-01-01,Medio
Ford,EcoSport 1.5 Diesel Titanium Plus BSIV,2017-01-01,Medio
Renault,Captur 1.5 Diesel RXT,2017-01-01,Medio
Mahindra,XUV500 W6 2WD,2015-01-01,Medio
Renault,Captur 1.5 Diesel RXT,2017-01-01,Medio
Maruti,Ertiga SHVS ZDI,2016-01-01,Medio
Maruti,Baleno Alpha CVT,2018-01-01,Reciente
Volkswagen,Polo GTI,2017-01-01,Medio
Mitsubishi,Pajero 2.8 SFX BSIV Dual Tone,2011-01-01,Medio
Mitsubishi,Pajero 2.8 SFX BSIV Dual Tone,2011-01-01,Medio
Renault,Captur 1.5 Diesel RXT,2017-01-01,Medio
Hyundai,Creta 1.6 Gamma SX Plus,2015-01-01,Medio
Hyundai,i20 Active 1.4 SX,2018-01-01,Reciente
Toyota,Innova 2.5 VX (Diesel) 7 Seater BS IV,2010-01-01,Medio
Hyundai,Elite i20 Diesel Asta Option,2019-01-01,Reciente
Maruti,Vitara Brezza ZDi Plus,2016-01-01,Medio
Hyundai,Elite i20 Diesel Asta Option,2018-01-01,Reciente
Ford,Freestyle Titanium,2020-01-01,Reciente
Maruti,Swift Dzire ZXI Plus,2019-01-01,Reciente
Volkswagen,Polo 1.0 TSI Highline Plus,2020-01-01,Reciente
Mahindra,Bolero B4,2017-01-01,Medio
Maruti,Vitara Brezza VDi,2018-01-01,Reciente
Ford,Ecosport 1.5 DV5 MT Trend,2018-01-01,Reciente
Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,2011-01-01,Medio
Maruti,Ertiga VXI Petrol,2018-01-01,Reciente
Mahindra,XUV500 W8 4WD,2014-01-01,Medio
Toyota,Innova 2.5 VX 8 STR,2012-01-01,Medio
Hyundai,Elite i20 Asta Option BSIV,2019-01-01,Reciente
Renault,Duster 110PS Diesel RxL,2015-01-01,Medio
Maruti,Ertiga BSIV VXI AT,2017-01-01,Medio
Tata,Nexon 1.2 Revotron XZ Plus Dual Tone,2019-01-01,Reciente
Toyota,Innova 2.5 VX 8 STR,2012-01-01,Medio
Mahindra,TUV 300 T6 Plus,2018-01-01,Reciente
Mahindra,Bolero Power Plus SLX,2019-01-01,Reciente
Mahindra,TUV 300 mHAWK100 T8,2017-01-01,Medio
Mahindra,TUV 300 mHAWK100 T8,2017-01-01,Medio
Maruti,Ciaz Sigma BSIV,2018-01-01,Reciente
Mahindra,Bolero Power Plus Plus AC BSIV PS,2018-01-01,Reciente
Hyundai,Verna VTVT 1.6 SX,2018-01-01,Reciente
Maruti,S-Cross Facelift,2017-01-01,Medio
Mahindra,Scorpio S10 7 Seater,2014-01-01,Medio
Maruti,Swift Dzire ZXI Plus,2017-01-01,Medio
Mahindra,Scorpio LX,2014-01-01,Medio
Mahindra,Thar CRDe,2017-01-01,Medio
Ford,Fiesta 1.5 TDCi Ambiente,2014-01-01,Medio
Maruti,Swift Dzire ZDI,2015-01-01,Medio
Mahindra,Thar CRDe,2017-01-01,Medio
Maruti,Ertiga SHVS VDI,2016-01-01,Medio
Mahindra,Bolero 2011-2019 SLX,2019-01-01,Reciente
Toyota,Innova 2.5 V Diesel 8-seater,2012-01-01,Medio
Maruti,Vitara Brezza ZDi Plus AMT,2018-01-01,Reciente
Hyundai,Creta 1.4 E Plus,2018-01-01,Reciente
Toyota,Innova 2.5 G (Diesel) 7 Seater,2013-01-01,Medio
Maruti,Swift Dzire VDI,2018-01-01,Reciente
Maruti,Baleno Alpha 1.3,2017-01-01,Medio
Maruti,Ertiga SHVS VDI,2016-01-01,Medio
Tata,Nexon 1.5 Revotorq XZ,2019-01-01,Reciente
Tata,Nexon 1.5 Revotorq XM,2019-01-01,Reciente
Honda,Amaze VX i-VTEC,2018-01-01,Reciente
Honda,City i VTEC V,2015-01-01,Medio
Renault,Duster 110PS Diesel RxZ,2017-01-01,Medio
Maruti,Baleno Alpha 1.3,2019-01-01,Reciente
Mahindra,TUV 300 mHAWK100 T8,2017-01-01,Medio
Hyundai,Elite i20 Asta Option BSIV,2019-01-01,Reciente
Toyota,Innova 2.5 GX 7 STR,2012-01-01,Medio
Maruti,Vitara Brezza ZDi,2018-01-01,Reciente
Hyundai,Santa Fe 4X4,2011-01-01,Medio
Ford,EcoSport 1.5 Petrol Titanium BSIV,2017-01-01,Medio
Ford,EcoSport 1.5 Petrol Titanium BSIV,2017-01-01,Medio
Hyundai,Creta 1.4 E Plus,2018-01-01,Reciente
Renault,Duster 110PS Diesel RxL,2015-01-01,Medio
Maruti,Ciaz ZXi,2015-01-01,Medio
Honda,WR-V i-DTEC VX,2018-01-01,Reciente
Hyundai,Verna CRDi 1.6 EX,2017-01-01,Medio
Mercedes-Benz,E-Class 280 CDI Elegance,2008-01-01,Antiguo
Mahindra,Bolero Power Plus ZLX,2018-01-01,Reciente
Honda,Amaze VX Diesel BSIV,2018-01-01,Reciente
Honda,Jazz 1.5 VX i DTEC,2018-01-01,Reciente
Honda,Jazz 1.5 VX i DTEC,2018-01-01,Reciente
Volkswagen,Jetta 2.0L TDI Highline,2015-01-01,Medio
Maruti,S-Cross Alpha DDiS 200 SH,2016-01-01,Medio
Ford,EcoSport 1.5 Diesel Ambiente BSIV,2018-01-01,Reciente
Mahindra,Bolero Power Plus SLX,2018-01-01,Reciente
Honda,Amaze VX Diesel BSIV,2018-01-01,Reciente
Toyota,Innova 2.5 VX 8 STR,2012-01-01,Medio
Honda,Jazz 1.5 VX i DTEC,2018-01-01,Reciente
Honda,City i DTEC VX,2015-01-01,Medio
Maruti,Ertiga SHVS VDI,2017-01-01,Medio
Ford,Freestyle Titanium Diesel,2020-01-01,Reciente
Mahindra,TUV 300 T10 Dual Tone,2018-01-01,Reciente
Mahindra,Scorpio VLX 2WD BSIV,2014-01-01,Medio
Ford,Aspire Titanium Plus BSIV,2018-01-01,Reciente
Hyundai,i20 1.4 Asta Option,2017-01-01,Medio
Hyundai,Creta 1.4 CRDi S,2016-01-01,Medio
Honda,Amaze VX Diesel BSIV,2018-01-01,Reciente
Toyota,Etios 1.4 VXD,2017-01-01,Medio
Honda,Amaze VX Diesel BSIV,2018-01-01,Reciente
Mahindra,Scorpio VLX 2.2 mHawk Airbag BSIV,2014-01-01,Medio
Maruti,Ciaz 1.4 Alpha,2017-01-01,Medio
Honda,Amaze VX Diesel BSIV,2018-01-01,Reciente
Maruti,Vitara Brezza VDi,2018-01-01,Reciente
Tata,Nexon 1.2 Revotron XZ Plus Dual Tone,2018-01-01,Reciente
Honda,City i VTEC V,2015-01-01,Medio
Toyota,Innova 2.5 G (Diesel) 7 Seater,2013-01-01,Medio
Tata,Nexon 1.2 Revotron XZ Plus Dual Tone,2018-01-01,Reciente
Honda,City i VTEC V,2015-01-01,Medio
Ford,Figo 1.5P Titanium AT,2017-01-01,Medio
Maruti,Baleno Alpha 1.3,2016-01-01,Medio
Maruti,Baleno Alpha 1.3,2016-01-01,Medio
Hyundai,Verna 1.6 VTVT AT S Option,2016-01-01,Medio
Hyundai,Verna 1.6 CRDi SX,2015-01-01,Medio
Maruti,Ertiga VDI,2015-01-01,Medio
Ford,Ecosport 1.5 Diesel Titanium,2017-01-01,Medio
Hyundai,Verna 1.6 VTVT SX,2015-01-01,Medio
Hyundai,Verna 1.6 VTVT SX,2015-01-01,Medio
Maruti,Ertiga SHVS ZDI Plus,2016-01-01,Medio
Hyundai,Verna 1.6 VTVT SX,2015-01-01,Medio
Hyundai,Verna 1.6 VTVT SX,2015-01-01,Medio
Hyundai,Verna 1.6 VTVT SX,2015-01-01,Medio
Hyundai,Verna 1.6 VTVT SX,2015-01-01,Medio
Toyota,Innova 2.5 G4 Diesel 7-seater,2009-01-01,Antiguo
Hyundai,Verna 1.6 VTVT SX,2015-01-01,Medio
Mahindra,TUV 300 T4 Plus,2018-01-01,Reciente
Hyundai,Verna 1.6 VTVT SX,2015-01-01,Medio
Hyundai,Verna 1.6 VTVT SX,2015-01-01,Medio
Hyundai,Verna 1.6 VTVT SX,2015-01-01,Medio
Hyundai,Verna 1.6 VTVT SX,2015-01-01,Medio
Hyundai,Verna 1.6 VTVT SX,2015-01-01,Medio
Hyundai,Grand i10 1.2 CRDi Asta,2019-01-01,Reciente
Maruti,Ciaz ZDi Plus,2017-01-01,Medio
Maruti,Swift Dzire ZDI,2018-01-01,Reciente
Maruti,Baleno Zeta 1.3,2018-01-01,Reciente
Mahindra,Bolero Power Plus ZLX,2017-01-01,Medio
Maruti,Swift Dzire VDI,2018-01-01,Reciente
Mahindra,Scorpio S2 7 Seater,2017-01-01,Medio
Maruti,S-Cross Zeta DDiS 200 SH,2015-01-01,Medio
Maruti,S-Cross Zeta DDiS 200 SH,2015-01-01,Medio
Mahindra,XUV500 W8 2WD,2015-01-01,Medio
Mahindra,XUV500 W8 2WD,2014-01-01,Medio
Mahindra,Xylo D4,2018-01-01,Reciente
Hyundai,Elite i20 Sportz Plus Dual Tone BSIV,2019-01-01,Reciente
BMW,X1 sDrive20d,2012-01-01,Medio
Ford,EcoSport 1.5 Petrol Titanium Plus AT BSIV,2015-01-01,Medio
Maruti,S-Cross Zeta DDiS 200 SH,2015-01-01,Medio
Maruti,Ciaz ZDi Plus SHVS,2016-01-01,Medio
Maruti,S-Cross Zeta DDiS 200 SH,2015-01-01,Medio
Maruti,S-Cross Zeta DDiS 200 SH,2015-01-01,Medio
Hyundai,i20 Asta Option 1.4 CRDi,2016-01-01,Medio
Ford,EcoSport 1.5 Ti VCT MT Titanium BSIV,2017-01-01,Medio
Ford,Ecosport 1.5 DV5 MT Titanium,2014-01-01,Medio
Mahindra,Scorpio S2 7 Seater,2015-01-01,Medio
Mahindra,XUV500 W8 2WD,2015-01-01,Medio
Maruti,Ciaz VDI SHVS,2017-01-01,Medio
Renault,Koleos 2.0 Diesel,2012-01-01,Medio
Mahindra,XUV500 W8 2WD,2013-01-01,Medio
Maruti,S-Cross Zeta DDiS 200 SH,2015-01-01,Medio
Hyundai,i20 Sportz 1.4 CRDi,2018-01-01,Reciente
Ford,Freestyle Titanium Plus Diesel,2019-01-01,Reciente
Mahindra,XUV500 W8 2WD,2013-01-01,Medio
Ford,Freestyle Titanium Diesel,2019-01-01,Reciente
Maruti,S-Cross Zeta DDiS 200 SH,2015-01-01,Medio
Nissan,Terrano XV Premium 110 PS,2013-01-01,Medio
Maruti,S-Cross Zeta DDiS 200 SH,2015-01-01,Medio
Mahindra,XUV500 AT W8 FWD,2015-01-01,Medio
Tata,Nexon 1.2 Revotron XZ Plus Dual Tone,2017-01-01,Medio
Maruti,S-Cross Zeta DDiS 200 SH,2015-01-01,Medio
Maruti,Baleno Zeta 1.2,2019-01-01,Reciente
Mahindra,Xylo D4,2017-01-01,Medio
Maruti,Ciaz ZXi Plus,2016-01-01,Medio
Nissan,Terrano XV Premium 110 PS,2013-01-01,Medio
Maruti,S-Cross Zeta DDiS 200 SH,2015-01-01,Medio
Maruti,S-Cross Zeta DDiS 200 SH,2015-01-01,Medio
Mahindra,XUV500 W8 4WD,2015-01-01,Medio
Honda,City i-VTEC CVT VX,2016-01-01,Medio
Maruti,S-Cross Zeta DDiS 200 SH,2015-01-01,Medio
Maruti,Ciaz 1.3 Delta,2018-01-01,Reciente
Maruti,Swift Dzire ZDI,2016-01-01,Medio
Mitsubishi,Montero 3.2 MT,2007-01-01,Antiguo
Maruti,Vitara Brezza VDi,2017-01-01,Medio
Toyota,Innova 2.5 G (Diesel) 7 Seater,2014-01-01,Medio
Mahindra,Bolero Power Plus ZLX,2017-01-01,Medio
Tata,Nexon 1.2 Revotron XZ Plus Dual Tone,2017-01-01,Medio
Mahindra,XUV500 W8 2WD,2013-01-01,Medio
Skoda,Rapid 1.5 TDI AT Ambition BSIV,2017-01-01,Medio
Maruti,Ciaz ZDi Plus SHVS,2017-01-01,Medio
Maruti,Ciaz ZDi Plus SHVS,2017-01-01,Medio
Ford,Figo Titanium,2020-01-01,Reciente
Hyundai,i20 1.4 Asta Option,2017-01-01,Medio
Hyundai,i20 1.2 Asta Dual Tone,2018-01-01,Reciente
Mahindra,XUV500 AT W8 FWD,2015-01-01,Medio
Hyundai,i20 1.4 Sportz,2017-01-01,Medio
Mahindra,XUV500 AT W8 FWD,2015-01-01,Medio
Hyundai,Elite i20 Sportz Plus CVT BSIV,2019-01-01,Reciente
Volkswagen,Jetta 2.0L TDI Highline AT,2012-01-01,Medio
Volkswagen,Jetta 2.0L TDI Highline AT,2012-01-01,Medio
Volkswagen,Jetta 2.0L TDI Highline AT,2012-01-01,Medio
Toyota,Innova 2.5 VX (Diesel) 7 Seater,2012-01-01,Medio
Hyundai,Elite i20 Magna Plus Diesel,2019-01-01,Reciente
Mahindra,TUV 300 T8 AMT,2016-01-01,Medio
Honda,City i DTEC SV,2014-01-01,Medio
Honda,Amaze V CVT Petrol BSIV,2018-01-01,Reciente
Maruti,Baleno Zeta,2016-01-01,Medio
Honda,Amaze V CVT Petrol BSIV,2018-01-01,Reciente
Maruti,Vitara Brezza VDi Option,2018-01-01,Reciente
Toyota,Innova 2.5 VX 8 STR BSIV,2012-01-01,Medio
Honda,WR-V i-DTEC VX,2017-01-01,Medio
Honda,WR-V i-VTEC VX,2017-01-01,Medio
Honda,Jazz 1.5 VX i DTEC,2017-01-01,Medio
Maruti,Swift Dzire AMT VDI,2019-01-01,Reciente
Toyota,Innova 2.5 V Diesel 7-seater,2011-01-01,Medio
Mahindra,Scorpio 1.99 S10,2014-01-01,Medio
Maruti,Swift Dzire VDI Optional,2017-01-01,Medio
Toyota,Innova 2.5 G (Diesel) 7 Seater,2014-01-01,Medio
Volkswagen,Vento 1.5 TDI Highline AT,2016-01-01,Medio
Hyundai,Elite i20 Sportz Plus BSIV,2019-01-01,Reciente
Maruti,Ertiga SHVS VDI,2017-01-01,Medio
Hyundai,Elite i20 Asta Option CVT BSIV,2019-01-01,Reciente
Hyundai,Elite i20 Asta Option CVT BSIV,2019-01-01,Reciente
Maruti,Swift Dzire VDI Optional,2017-01-01,Medio
Volkswagen,Ameo 1.5 TDI Highline,2017-01-01,Medio
Maruti,Swift Dzire VDI,2018-01-01,Reciente
Maruti,Ertiga ZDI,2015-01-01,Medio
Toyota,Corolla Altis D-4D J,2014-01-01,Medio
Renault,Lodgy 85PS RxL,2015-01-01,Medio
Maruti,Swift Dzire AMT VDI,2017-01-01,Medio
Maruti,Swift Dzire AMT VDI,2017-01-01,Medio
Tata,Nexon 1.2 Revotron XZ Plus,2019-01-01,Reciente
Renault,Lodgy 85PS RxL,2015-01-01,Medio
Mahindra,XUV500 W8 2WD,2012-01-01,Medio
Mahindra,XUV500 W8 2WD,2012-01-01,Medio
Ford,Figo 1.5P Titanium AT,2018-01-01,Reciente
Mahindra,XUV500 W8 2WD,2012-01-01,Medio
Maruti,Swift Dzire AMT ZXI Plus BS IV,2017-01-01,Medio
Ford,EcoSport 1.5 Diesel Trend Plus BSIV,2017-01-01,Medio
Volkswagen,Vento 1.5 Highline Plus AT 16 Alloy,2017-01-01,Medio
Mahindra,Scorpio BSIV,2018-01-01,Reciente
Maruti,Ciaz VDi Plus SHVS,2016-01-01,Medio
Honda,Amaze VX i-DTEC,2016-01-01,Medio
Maruti,Vitara Brezza VDi Option,2017-01-01,Medio
Renault,Duster 85PS Diesel RxL,2016-01-01,Medio
Maruti,Vitara Brezza LDi,2018-01-01,Reciente
Mahindra,XUV500 W8 4WD,2012-01-01,Medio
Mahindra,Scorpio S4 4WD,2014-01-01,Medio
Renault,Lodgy 85PS RxL,2017-01-01,Medio
Ford,Figo Aspire 1.5 TDCi Titanium,2017-01-01,Medio
Ford,Figo 1.2P Titanium MT,2019-01-01,Reciente
Honda,City V MT,2012-01-01,Medio
Hyundai,i20 Sportz 1.2,2017-01-01,Medio
Maruti,Ertiga SHVS LDI Option,2017-01-01,Medio
Honda,WR-V i-DTEC VX,2018-01-01,Reciente
Toyota,Innova 2.5 G (Diesel) 7 Seater,2013-01-01,Medio
Maruti,Swift Dzire VDI,2018-01-01,Reciente
Hyundai,Grand i10 1.2 CRDi Asta,2019-01-01,Reciente
Maruti,Baleno Alpha,2019-01-01,Reciente
Mahindra,Bolero Power Plus SLX,2018-01-01,Reciente
Ford,EcoSport 1.5 Diesel Trend BSIV,2017-01-01,Medio
Maruti,Baleno Alpha,2019-01-01,Reciente
Hyundai,i20 1.2 Asta,2018-01-01,Reciente
Ford,Aspire Titanium Diesel BSIV,2017-01-01,Medio
Honda,Amaze VX i-DTEC,2016-01-01,Medio
Mahindra,Thar DI 4X4 PS,2016-01-01,Medio
Skoda,Rapid 1.5 TDI Ambition,2016-01-01,Medio
Maruti,SX4 S Cross DDiS 320 Zeta,2017-01-01,Medio
Ford,Freestyle Titanium Diesel BSIV,2016-01-01,Medio
Mahindra,TUV 300 T8,2016-01-01,Medio
Maruti,Ignis 1.2 AMT Alpha BSIV,2018-01-01,Reciente
Hyundai,Elite i20 Petrol Asta Option,2018-01-01,Reciente
Honda,Jazz 1.5 E i DTEC,2017-01-01,Medio
Mahindra,Scorpio VLX 2WD BSIV,2014-01-01,Medio
Hyundai,Elantra SX,2015-01-01,Medio
Maruti,Ciaz ZDi SHVS,2015-01-01,Medio
Honda,Jazz 1.5 V i DTEC,2018-01-01,Reciente
Honda,Jazz 1.5 VX i DTEC,2017-01-01,Medio
Maruti,Ciaz VXi,2014-01-01,Medio
Maruti,Swift ZXI Plus,2018-01-01,Reciente
Honda,Amaze VX i-DTEC,2018-01-01,Reciente
Ford,Figo Aspire 1.5 TDCi Titanium,2017-01-01,Medio
Toyota,Innova 2.5 G (Diesel) 7 Seater,2013-01-01,Medio
Maruti,Baleno Zeta Automatic,2018-01-01,Reciente
Renault,Duster 110PS Diesel RxZ AWD,2017-01-01,Medio
BMW,X1 sDrive20d,2012-01-01,Medio
Maruti,Baleno Zeta,2020-01-01,Reciente
Maruti,Ertiga SHVS VDI,2015-01-01,Medio
Hyundai,i20 1.4 Sportz,2017-01-01,Medio
Maruti,Vitara Brezza VDi Option,2017-01-01,Medio
Hyundai,i20 1.2 Asta,2018-01-01,Reciente
Hyundai,Grand i10 Nios Magna CRDi,2020-01-01,Reciente
Honda,City i DTEC VX,2014-01-01,Medio
Hyundai,i20 Active 1.2 SX,2017-01-01,Medio
Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,2010-01-01,Medio
Maruti,Ertiga VDI,2012-01-01,Medio
Honda,WR-V i-VTEC VX,2017-01-01,Medio
Honda,City i DTEC S,2014-01-01,Medio
Maruti,Vitara Brezza VDi,2016-01-01,Medio
Mercedes-Benz,New C-Class 200 CDI Classic,2007-01-01,Antiguo
Hyundai,i20 Active 1.4 SX with AVN,2015-01-01,Medio
Honda,City i VTEC V,2016-01-01,Medio
Mahindra,TUV 300 T10,2018-01-01,Reciente
Maruti,S-Cross Sigma DDiS 200 SH,2017-01-01,Medio
Maruti,Baleno Alpha 1.2,2018-01-01,Reciente
Hyundai,Verna 1.6 VTVT AT S Option,2016-01-01,Medio
Honda,City i-VTEC SV,2014-01-01,Medio
Mahindra,TUV 300 T8,2016-01-01,Medio
Maruti,Baleno Alpha 1.2,2018-01-01,Reciente
Honda,Amaze VX Petrol BSIV,2018-01-01,Reciente
Maruti,Baleno Alpha 1.2,2018-01-01,Reciente
Honda,Amaze VX Petrol BSIV,2018-01-01,Reciente
Hyundai,Verna 1.6 CRDi SX,2016-01-01,Medio
Maruti,Vitara Brezza VDi Option,2017-01-01,Medio
Maruti,Vitara Brezza LDi Option,2017-01-01,Medio
Maruti,Swift ZDI,2016-01-01,Medio
Maruti,Vitara Brezza LDi Option,2017-01-01,Medio
Maruti,Vitara Brezza LDi Option,2017-01-01,Medio
Maruti,Ciaz ZDi SHVS,2016-01-01,Medio
Honda,Amaze VX i-VTEC,2018-01-01,Reciente
Hyundai,i20 1.4 Sportz,2017-01-01,Medio
Hyundai,i20 1.4 Sportz,2017-01-01,Medio
Honda,Mobilio S i DTEC,2016-01-01,Medio
Hyundai,i20 Asta 1.4 CRDi,2016-01-01,Medio
Maruti,Swift Dzire VDI,2018-01-01,Reciente
Maruti,Ciaz 1.4 Zeta,2017-01-01,Medio
Maruti,Swift Dzire VDI,2019-01-01,Reciente
Honda,Amaze VX i-VTEC,2018-01-01,Reciente
Hyundai,i20 1.4 Sportz,2017-01-01,Medio
Mahindra,Scorpio S2 7 Seater,2016-01-01,Medio
Ford,Aspire Titanium Plus Diesel BSIV,2019-01-01,Reciente
Toyota,Innova 2.5 G (Diesel) 7 Seater,2013-01-01,Medio
Skoda,Superb Ambition 2.0 TDI CR AT,2013-01-01,Medio
Maruti,Ciaz ZXi Plus,2015-01-01,Medio
Ford,Figo Aspire 1.5 TDCi Trend,2017-01-01,Medio
Hyundai,Verna 1.6 SX CRDi (O),2014-01-01,Medio
Honda,City i DTEC VX,2014-01-01,Medio
Maruti,Ciaz VDI SHVS,2016-01-01,Medio
